timestamp,is_weekend,is_holiday,holiday_name,activity_type,congestion_fraction,is_exam_period,is_low_attendance,is_essentially_empty,tua_active,lecture_scale,active_events,building_id,room_id,floor,room_type,capacity,sensor_type,min,max,avg,stddev,sum_avg,count,quality_avg
2024-01-01T04:30:00+05:30,0,0,,AW,0.962,0,0,0,0,0.962,,library,library-f3-research-lounge,3,library,250,occupancy,0.0,0.0,0.0,0.0,0.0,360,1.0
2024-01-01T05:00:00+05:30,0,0,,AW,0.962,0,0,0,0,0.962,,library,library-f1-reading-hall,1,library,400,occupancy,0.0,0.0,0.0,0.0,0.0,360,0.9628
2024-01-01T05:00:00+05:30,0,0,,AW,0.962,0,0,0,0,0.962,,library,library-f2-study-area,2,library,350,occupancy,0.0,0.0,0.0,0.0,0.0,360,0.9756
2024-01-01T05:00:00+05:30,0,0,,AW,0.962,0,0,0,0,0.962,,library,library-f3-research-lounge,3,library,250,occupancy,0.0,0.0,0.0,0.0,0.0,360,0.9786
2024-01-01T05:30:00+05:30,0,0,,AW,0.962,0,0,0,0,0.962,,library,library-f1-reading-hall,1,library,400,occupancy,0.0,0.0,0.0,0.0,0.0,360,0.9697
2024-01-01T05:30:00+05:30,0,0,,AW,0.962,0,0,0,0,0.962,,library,library-f2-study-area,2,library,350,occupancy,0.0,0.0,0.0,0.0,0.0,360,0.9541
2024-01-01T05:30:00+05:30,0,0,,AW,0.962,0,0,0,0,0.962,,library,library-f3-research-lounge,3,library,250,occupancy,0.0,0.0,0.0,0.0,0.0,360,0.9742
2024-01-01T06:00:00+05:30,0,0,,AW,0.962,0,0,0,0,0.962,,library,library-f1-reading-hall,1,library,400,occupancy,0.0,0.0,0.0,0.0,0.0,360,0.9813
2024-01-01T06:00:00+05:30,0,0,,AW,0.962,0,0,0,0,0.962,,library,library-f2-study-area,2,library,350,occupancy,0.0,0.0,0.0,0.0,0.0,360,0.9811
2024-01-01T06:00:00+05:30,0,0,,AW,0.962,0,0,0,0,0.962,,library,library-f3-research-lounge,3,library,250,occupancy,0.0,0.0,0.0,0.0,0.0,360,0.973
2024-01-01T06:30:00+05:30,0,0,,AW,0.962,0,0,0,0,0.962,,library,library-f1-reading-hall,1,library,400,occupancy,0.0,0.0,0.0,0.0,0.0,360,0.9809
2024-01-01T06:30:00+05:30,0,0,,AW,0.962,0,0,0,0,0.962,,library,library-f2-study-area,2,library,350,occupancy,0.0,0.0,0.0,0.0,0.0,360,0.9947
2024-01-01T06:30:00+05:30,0,0,,AW,0.962,0,0,0,0,0.962,,library,library-f3-research-lounge,3,library,250,occupancy,0.0,0.0,0.0,0.0,0.0,360,0.9904
2024-01-01T07:00:00+05:30,0,0,,AW,0.962,0,0,0,0,0.962,,library,library-f1-reading-hall,1,library,400,occupancy,0.0,0.0,0.0,0.0,0.0,360,0.983
2024-01-01T07:00:00+05:30,0,0,,AW,0.962,0,0,0,0,0.962,,library,library-f2-study-area,2,library,350,occupancy,0.0,0.0,0.0,0.0,0.0,360,0.9958
2024-01-01T07:00:00+05:30,0,0,,AW,0.962,0,0,0,0,0.962,,library,library-f3-research-lounge,3,library,250,occupancy,0.0,0.0,0.0,0.0,0.0,360,0.9818
2024-01-01T07:30:00+05:30,0,0,,AW,0.962,0,0,0,0,0.962,,library,library-f1-reading-hall,1,library,400,occupancy,0.0,0.0,0.0,0.0,0.0,360,0.9916
2024-01-01T07:30:00+05:30,0,0,,AW,0.962,0,0,0,0,0.962,,library,library-f2-study-area,2,library,350,occupancy,0.0,0.0,0.0,0.0,0.0,360,0.9912
2024-01-01T07:30:00+05:30,0,0,,AW,0.962,0,0,0,0,0.962,,library,library-f3-research-lounge,3,library,250,occupancy,0.0,0.0,0.0,0.0,0.0,360,0.9858
2024-01-01T08:00:00+05:30,0,0,,AW,0.962,0,0,0,0,0.962,,library,library-f1-reading-hall,1,library,400,occupancy,0.0,79.3868,43.2911,21.6132,1298.7341,360,0.9784
2024-01-01T08:00:00+05:30,0,0,,AW,0.962,0,0,0,0,0.962,,library,library-f2-study-area,2,library,350,occupancy,6.0233,73.442,37.4777,16.1098,1124.3309,360,0.9835
2024-01-01T08:00:00+05:30,0,0,,AW,0.962,0,0,0,0,0.962,,library,library-f3-research-lounge,3,library,250,occupancy,0.0,60.7474,27.7063,14.0099,831.1875,360,0.9815
2024-01-01T08:30:00+05:30,0,0,,AW,0.962,0,0,0,0,0.962,,library,library-f1-reading-hall,1,library,400,occupancy,0.0,88.8457,50.3108,19.9361,1509.323,360,0.9875
2024-01-01T08:30:00+05:30,0,0,,AW,0.962,0,0,0,0,0.962,,library,library-f2-study-area,2,library,350,occupancy,5.1559,80.7791,38.8789,19.6651,1166.3681,360,0.9655
2024-01-01T08:30:00+05:30,0,0,,AW,0.962,0,0,0,0,0.962,,library,library-f3-research-lounge,3,library,250,occupancy,1.0937,59.2022,28.2035,13.1172,846.1051,360,0.9947
2024-01-01T09:00:00+05:30,0,0,,AW,0.962,0,0,0,0,0.962,,library,library-f1-reading-hall,1,library,400,occupancy,8.2729,71.152,44.0871,16.1595,1322.6136,360,0.9811
2024-01-01T09:00:00+05:30,0,0,,AW,0.962,0,0,0,0,0.962,,library,library-f2-study-area,2,library,350,occupancy,1.5175,68.2969,38.0542,16.2372,1141.6273,360,0.9717
2024-01-01T09:00:00+05:30,0,0,,AW,0.962,0,0,0,0,0.962,,library,library-f3-research-lounge,3,library,250,occupancy,0.0,55.3444,31.4949,14.0207,944.8478,360,0.9859
2024-01-01T09:30:00+05:30,0,0,,AW,0.962,0,0,0,0,0.962,,library,library-f1-reading-hall,1,library,400,occupancy,0.0,85.9616,42.1853,20.3276,1265.5578,360,0.9985
2024-01-01T09:30:00+05:30,0,0,,AW,0.962,0,0,0,0,0.962,,library,library-f2-study-area,2,library,350,occupancy,0.0,81.8811,40.8177,20.1779,1224.5299,360,0.9722
2024-01-01T09:30:00+05:30,0,0,,AW,0.962,0,0,0,0,0.962,,library,library-f3-research-lounge,3,library,250,occupancy,5.2002,49.6684,26.8895,9.6603,806.686,360,0.9738
2024-01-01T10:00:00+05:30,0,0,,AW,0.962,0,0,0,0,0.962,,library,library-f1-reading-hall,1,library,400,occupancy,0.0,90.3041,42.9041,20.2519,1287.1216,360,0.9757
2024-01-01T10:00:00+05:30,0,0,,AW,0.962,0,0,0,0,0.962,,library,library-f2-study-area,2,library,350,occupancy,15.1621,70.9914,47.5595,13.7619,1426.7857,360,0.9893
2024-01-01T10:00:00+05:30,0,0,,AW,0.962,0,0,0,0,0.962,,library,library-f3-research-lounge,3,library,250,occupancy,0.0,46.2425,26.9118,12.5534,807.3531,360,0.9879
2024-01-01T10:30:00+05:30,0,0,,AW,0.962,0,0,0,0,0.962,,library,library-f1-reading-hall,1,library,400,occupancy,8.7557,80.3861,46.0894,17.8618,1382.6822,360,0.9889
2024-01-01T10:30:00+05:30,0,0,,AW,0.962,0,0,0,0,0.962,,library,library-f2-study-area,2,library,350,occupancy,3.8714,82.7854,37.8023,18.679,1134.0689,360,0.9607
2024-01-01T10:30:00+05:30,0,0,,AW,0.962,0,0,0,0,0.962,,library,library-f3-research-lounge,3,library,250,occupancy,0.0,53.9813,27.3541,13.7214,820.6236,360,0.9791
2024-01-01T11:00:00+05:30,0,0,,AW,0.962,0,0,0,0,0.962,,library,library-f1-reading-hall,1,library,400,occupancy,14.2851,95.1141,49.1781,16.8943,1475.3435,360,0.9719
2024-01-01T11:00:00+05:30,0,0,,AW,0.962,0,0,0,0,0.962,,library,library-f2-study-area,2,library,350,occupancy,0.0,87.2712,43.5135,23.5884,1305.4064,360,0.9836
2024-01-01T11:00:00+05:30,0,0,,AW,0.962,0,0,0,0,0.962,,library,library-f3-research-lounge,3,library,250,occupancy,11.9284,52.5788,32.4414,11.6245,973.2429,360,0.9906
2024-01-01T11:30:00+05:30,0,0,,AW,0.962,0,0,0,0,0.962,,library,library-f1-reading-hall,1,library,400,occupancy,10.1112,73.6643,46.0609,18.7429,1381.8277,360,0.9636
2024-01-01T11:30:00+05:30,0,0,,AW,0.962,0,0,0,0,0.962,,library,library-f2-study-area,2,library,350,occupancy,10.702,86.149,42.7294,18.0026,1281.881,360,0.9809
2024-01-01T11:30:00+05:30,0,0,,AW,0.962,0,0,0,0,0.962,,library,library-f3-research-lounge,3,library,250,occupancy,6.1747,55.843,32.0503,10.9848,961.5085,360,1.0
2024-01-01T12:00:00+05:30,0,0,,AW,0.962,0,0,0,0,0.962,,library,library-f1-reading-hall,1,library,400,occupancy,3.149,76.1183,43.824,18.3553,1314.7193,360,0.9879
2024-01-01T12:00:00+05:30,0,0,,AW,0.962,0,0,0,0,0.962,,library,library-f2-study-area,2,library,350,occupancy,4.5738,72.237,39.9627,18.6674,1198.8811,360,0.9794
2024-01-01T12:00:00+05:30,0,0,,AW,0.962,0,0,0,0,0.962,,library,library-f3-research-lounge,3,library,250,occupancy,2.1883,58.2753,28.8964,13.189,866.892,360,0.9828
2024-01-01T12:30:00+05:30,0,0,,AW,0.962,0,0,0,0,0.962,,library,library-f1-reading-hall,1,library,400,occupancy,143.0175,244.5518,204.6303,20.9827,6138.91,360,0.9708
2024-01-01T12:30:00+05:30,0,0,,AW,0.962,0,0,0,0,0.962,,library,library-f2-study-area,2,library,350,occupancy,144.1939,209.3325,181.3991,16.7622,5441.9737,360,0.9916
2024-01-01T12:30:00+05:30,0,0,,AW,0.962,0,0,0,0,0.962,,library,library-f3-research-lounge,3,library,250,occupancy,108.18,155.4245,132.2354,12.7291,3967.0606,360,0.9724
2024-01-01T13:00:00+05:30,0,0,,AW,0.962,0,0,0,0,0.962,,library,library-f1-reading-hall,1,library,400,occupancy,169.8951,240.9097,209.6498,17.5064,6289.4944,360,0.9748
2024-01-01T13:00:00+05:30,0,0,,AW,0.962,0,0,0,0,0.962,,library,library-f2-study-area,2,library,350,occupancy,130.6546,217.2176,178.4678,19.3972,5354.0338,360,0.9781
2024-01-01T13:00:00+05:30,0,0,,AW,0.962,0,0,0,0,0.962,,library,library-f3-research-lounge,3,library,250,occupancy,108.905,154.8062,131.1125,11.8796,3933.3752,360,0.9776
2024-01-01T13:30:00+05:30,0,0,,AW,0.962,0,0,0,0,0.962,,library,library-f1-reading-hall,1,library,400,occupancy,3.3436,104.0898,50.9994,21.376,1529.9824,360,0.9933
2024-01-01T13:30:00+05:30,0,0,,AW,0.962,0,0,0,0,0.962,,library,library-f2-study-area,2,library,350,occupancy,10.9986,74.1643,42.1647,14.1938,1264.9399,360,0.9869
2024-01-01T13:30:00+05:30,0,0,,AW,0.962,0,0,0,0,0.962,,library,library-f3-research-lounge,3,library,250,occupancy,2.4767,50.0443,27.1057,11.656,813.1717,360,0.9876
2024-01-01T14:00:00+05:30,0,0,,AW,0.962,0,0,0,0,0.962,,library,library-f1-reading-hall,1,library,400,occupancy,4.7493,82.6718,40.8254,18.3549,1224.7621,360,0.9828
2024-01-01T14:00:00+05:30,0,0,,AW,0.962,0,0,0,0,0.962,,library,library-f2-study-area,2,library,350,occupancy,11.1463,89.0283,43.9407,18.1517,1318.2218,360,0.9726
2024-01-01T14:00:00+05:30,0,0,,AW,0.962,0,0,0,0,0.962,,library,library-f3-research-lounge,3,library,250,occupancy,0.0,50.0423,25.5548,12.0943,766.6435,360,0.9732
2024-01-01T14:30:00+05:30,0,0,,AW,0.962,0,0,0,0,0.962,,library,library-f1-reading-hall,1,library,400,occupancy,15.0071,79.1561,42.9771,15.5841,1289.313,360,0.9896
2024-01-01T14:30:00+05:30,0,0,,AW,0.962,0,0,0,0,0.962,,library,library-f2-study-area,2,library,350,occupancy,0.1732,81.7871,38.0882,20.7843,1142.6455,360,0.993
2024-01-01T14:30:00+05:30,0,0,,AW,0.962,0,0,0,0,0.962,,library,library-f3-research-lounge,3,library,250,occupancy,3.5915,58.9931,30.9248,14.2429,927.7434,360,0.9744
2024-01-01T15:00:00+05:30,0,0,,AW,0.962,0,0,0,0,0.962,,library,library-f1-reading-hall,1,library,400,occupancy,4.6064,90.4781,42.7874,24.0443,1283.6207,360,1.0
2024-01-01T15:00:00+05:30,0,0,,AW,0.962,0,0,0,0,0.962,,library,library-f2-study-area,2,library,350,occupancy,5.3598,83.712,43.1805,21.8177,1295.4153,360,0.9679
2024-01-01T15:00:00+05:30,0,0,,AW,0.962,0,0,0,0,0.962,,library,library-f3-research-lounge,3,library,250,occupancy,4.5158,53.9098,26.1441,11.1292,784.3223,360,0.9741
2024-01-01T15:30:00+05:30,0,0,,AW,0.962,0,0,0,0,0.962,,library,library-f1-reading-hall,1,library,400,occupancy,8.3071,76.9867,41.3742,18.0613,1241.2251,360,0.9664
2024-01-01T15:30:00+05:30,0,0,,AW,0.962,0,0,0,0,0.962,,library,library-f2-study-area,2,library,350,occupancy,3.8951,75.7359,43.597,16.8595,1307.9105,360,0.9971
2024-01-01T15:30:00+05:30,0,0,,AW,0.962,0,0,0,0,0.962,,library,library-f3-research-lounge,3,library,250,occupancy,0.0,58.7642,29.4272,14.1664,882.815,360,0.9997
2024-01-01T16:00:00+05:30,0,0,,AW,0.962,0,0,0,0,0.962,,library,library-f1-reading-hall,1,library,400,occupancy,5.0322,83.4138,46.4398,19.1834,1393.1941,360,0.9896
2024-01-01T16:00:00+05:30,0,0,,AW,0.962,0,0,0,0,0.962,,library,library-f2-study-area,2,library,350,occupancy,0.0,85.8312,41.9768,21.6513,1259.305,360,0.9766
2024-01-01T16:00:00+05:30,0,0,,AW,0.962,0,0,0,0,0.962,,library,library-f3-research-lounge,3,library,250,occupancy,1.2774,59.5136,30.3324,15.8135,909.9709,360,0.9761
2024-01-01T16:30:00+05:30,0,0,,AW,0.962,0,0,0,0,0.962,,library,library-f1-reading-hall,1,library,400,occupancy,3.4373,95.9026,46.3126,19.0874,1389.3775,360,0.9875
2024-01-01T16:30:00+05:30,0,0,,AW,0.962,0,0,0,0,0.962,,library,library-f2-study-area,2,library,350,occupancy,0.0,57.6986,32.992,15.3723,989.7607,360,0.9859
2024-01-01T16:30:00+05:30,0,0,,AW,0.962,0,0,0,0,0.962,,library,library-f3-research-lounge,3,library,250,occupancy,2.4358,63.967,29.2927,13.7322,878.7807,360,0.9903
2024-01-01T17:00:00+05:30,0,0,,AW,0.962,0,0,0,0,0.962,,library,library-f1-reading-hall,1,library,400,occupancy,0.0,88.1276,47.1329,18.1775,1413.9879,360,0.9752
2024-01-01T17:00:00+05:30,0,0,,AW,0.962,0,0,0,0,0.962,,library,library-f2-study-area,2,library,350,occupancy,4.8925,81.6363,41.8479,18.4831,1255.4362,360,0.9852
2024-01-01T17:00:00+05:30,0,0,,AW,0.962,0,0,0,0,0.962,,library,library-f3-research-lounge,3,library,250,occupancy,0.0,60.9424,31.2186,13.2783,936.5575,360,0.9802
2024-01-01T17:30:00+05:30,0,0,,AW,0.962,0,0,0,0,0.962,,library,library-f1-reading-hall,1,library,400,occupancy,212.2092,316.5085,260.7628,21.6302,7822.8837,360,0.9767
2024-01-01T17:30:00+05:30,0,0,,AW,0.962,0,0,0,0,0.962,,library,library-f2-study-area,2,library,350,occupancy,195.1073,275.9705,234.6408,18.1227,7039.2226,360,0.9932
2024-01-01T17:30:00+05:30,0,0,,AW,0.962,0,0,0,0,0.962,,library,library-f3-research-lounge,3,library,250,occupancy,147.6555,196.7884,172.9506,10.5826,5188.5184,360,0.9893
2024-01-01T18:00:00+05:30,0,0,,AW,0.962,0,0,0,0,0.962,,library,library-f1-reading-hall,1,library,400,occupancy,214.4345,304.762,265.6864,21.5116,7970.5932,360,0.9998
2024-01-01T18:00:00+05:30,0,0,,AW,0.962,0,0,0,0,0.962,,library,library-f2-study-area,2,library,350,occupancy,201.521,260.0514,232.2546,16.4564,6967.6379,360,0.986
2024-01-01T18:00:00+05:30,0,0,,AW,0.962,0,0,0,0,0.962,,library,library-f3-research-lounge,3,library,250,occupancy,149.14,187.7037,169.0994,10.3092,5072.9826,360,0.9681
2024-01-01T18:30:00+05:30,0,0,,AW,0.962,0,0,0,0,0.962,,library,library-f1-reading-hall,1,library,400,occupancy,230.6961,314.1436,272.2347,20.1369,8167.0404,360,0.9643
2024-01-01T18:30:00+05:30,0,0,,AW,0.962,0,0,0,0,0.962,,library,library-f2-study-area,2,library,350,occupancy,198.024,262.4404,235.7373,16.4752,7072.1189,360,0.9836
2024-01-01T18:30:00+05:30,0,0,,AW,0.962,0,0,0,0,0.962,,library,library-f3-research-lounge,3,library,250,occupancy,144.8876,188.0515,166.2783,11.3712,4988.3488,360,0.9971
2024-01-01T19:00:00+05:30,0,0,,AW,0.962,0,0,0,0,0.962,,library,library-f1-reading-hall,1,library,400,occupancy,227.569,318.7422,269.6246,21.0453,8088.7378,360,0.9865
2024-01-01T19:00:00+05:30,0,0,,AW,0.962,0,0,0,0,0.962,,library,library-f2-study-area,2,library,350,occupancy,198.5518,280.0894,234.7645,19.7723,7042.9342,360,0.9823
2024-01-01T19:00:00+05:30,0,0,,AW,0.962,0,0,0,0,0.962,,library,library-f3-research-lounge,3,library,250,occupancy,145.9246,189.3402,164.7283,10.3419,4941.8499,360,0.9744
2024-01-01T19:30:00+05:30,0,0,,AW,0.962,0,0,0,0,0.962,,library,library-f1-reading-hall,1,library,400,occupancy,209.6499,315.6668,267.87,25.9391,8036.1014,360,0.9911
2024-01-01T19:30:00+05:30,0,0,,AW,0.962,0,0,0,0,0.962,,library,library-f2-study-area,2,library,350,occupancy,207.0553,279.5186,240.8387,17.7159,7225.1609,360,0.9576
2024-01-01T19:30:00+05:30,0,0,,AW,0.962,0,0,0,0,0.962,,library,library-f3-research-lounge,3,library,250,occupancy,126.5203,198.4473,166.9799,15.04,5009.3981,360,0.9888
2024-01-01T20:00:00+05:30,0,0,,AW,0.962,0,0,0,0,0.962,,library,library-f1-reading-hall,1,library,400,occupancy,227.5493,324.9205,271.8565,21.8488,8155.6964,360,0.973
2024-01-01T20:00:00+05:30,0,0,,AW,0.962,0,0,0,0,0.962,,library,library-f2-study-area,2,library,350,occupancy,198.7026,267.1595,233.5668,16.3719,7007.0045,360,0.9683
2024-01-01T20:00:00+05:30,0,0,,AW,0.962,0,0,0,0,0.962,,library,library-f3-research-lounge,3,library,250,occupancy,145.0606,189.576,167.9355,12.8312,5038.0639,360,0.9857
2024-01-01T20:30:00+05:30,0,0,,AW,0.962,0,0,0,0,0.962,,library,library-f1-reading-hall,1,library,400,occupancy,240.3842,308.1752,269.2292,17.737,8076.8754,360,0.9702
2024-01-01T20:30:00+05:30,0,0,,AW,0.962,0,0,0,0,0.962,,library,library-f2-study-area,2,library,350,occupancy,195.6671,276.4709,236.1019,19.8341,7083.0556,360,0.988
2024-01-01T20:30:00+05:30,0,0,,AW,0.962,0,0,0,0,0.962,,library,library-f3-research-lounge,3,library,250,occupancy,135.8728,197.8609,166.6048,13.2643,4998.1434,360,0.9806
2024-01-01T21:00:00+05:30,0,0,,AW,0.962,0,0,0,0,0.962,,library,library-f1-reading-hall,1,library,400,occupancy,0.0,0.0,0.0,0.0,0.0,360,0.9766
2024-01-01T21:00:00+05:30,0,0,,AW,0.962,0,0,0,0,0.962,,library,library-f2-study-area,2,library,350,occupancy,0.0,0.0,0.0,0.0,0.0,360,0.9727
2024-01-01T21:00:00+05:30,0,0,,AW,0.962,0,0,0,0,0.962,,library,library-f3-research-lounge,3,library,250,occupancy,0.0,0.0,0.0,0.0,0.0,360,0.9736
2024-01-01T21:30:00+05:30,0,0,,AW,0.962,0,0,0,0,0.962,,library,library-f1-reading-hall,1,library,400,occupancy,0.0,0.0,0.0,0.0,0.0,360,0.9658
2024-01-01T21:30:00+05:30,0,0,,AW,0.962,0,0,0,0,0.962,,library,library-f2-study-area,2,library,350,occupancy,0.0,0.0,0.0,0.0,0.0,360,0.9619
2024-01-01T21:30:00+05:30,0,0,,AW,0.962,0,0,0,0,0.962,,library,library-f3-research-lounge,3,library,250,occupancy,0.0,0.0,0.0,0.0,0.0,360,0.9752
2024-01-01T22:00:00+05:30,0,0,,AW,0.962,0,0,0,0,0.962,,library,library-f1-reading-hall,1,library,400,occupancy,0.0,0.0,0.0,0.0,0.0,360,0.9711
2024-01-01T22:00:00+05:30,0,0,,AW,0.962,0,0,0,0,0.962,,library,library-f2-study-area,2,library,350,occupancy,0.0,0.0,0.0,0.0,0.0,360,0.992
2024-01-01T22:00:00+05:30,0,0,,AW,0.962,0,0,0,0,0.962,,library,library-f3-research-lounge,3,library,250,occupancy,0.0,0.0,0.0,0.0,0.0,360,0.9746
2024-01-01T22:30:00+05:30,0,0,,AW,0.962,0,0,0,0,0.962,,library,library-f1-reading-hall,1,library,400,occupancy,0.0,0.0,0.0,0.0,0.0,360,0.9926
2024-01-01T22:30:00+05:30,0,0,,AW,0.962,0,0,0,0,0.962,,library,library-f2-study-area,2,library,350,occupancy,0.0,0.0,0.0,0.0,0.0,360,0.9996
2024-01-01T22:30:00+05:30,0,0,,AW,0.962,0,0,0,0,0.962,,library,library-f3-research-lounge,3,library,250,occupancy,0.0,0.0,0.0,0.0,0.0,360,0.9843
2024-01-01T23:00:00+05:30,0,0,,AW,0.962,0,0,0,0,0.962,,library,library-f1-reading-hall,1,library,400,occupancy,0.0,0.0,0.0,0.0,0.0,360,0.9823
2024-01-01T23:00:00+05:30,0,0,,AW,0.962,0,0,0,0,0.962,,library,library-f2-study-area,2,library,350,occupancy,0.0,0.0,0.0,0.0,0.0,360,0.9899
2024-01-01T23:00:00+05:30,0,0,,AW,0.962,0,0,0,0,0.962,,library,library-f3-research-lounge,3,library,250,occupancy,0.0,0.0,0.0,0.0,0.0,360,0.9811
2024-01-01T23:30:00+05:30,0,0,,AW,0.962,0,0,0,0,0.962,,library,library-f1-reading-hall,1,library,400,occupancy,0.0,0.0,0.0,0.0,0.0,360,0.9678
2024-01-01T23:30:00+05:30,0,0,,AW,0.962,0,0,0,0,0.962,,library,library-f2-study-area,2,library,350,occupancy,0.0,0.0,0.0,0.0,0.0,360,0.969
2024-01-01T23:30:00+05:30,0,0,,AW,0.962,0,0,0,0,0.962,,library,library-f3-research-lounge,3,library,250,occupancy,0.0,0.0,0.0,0.0,0.0,360,0.9753
